% Object Names and Observation Date
Popular Object Name: RULup
Simbad Object Name(s): 2MASS J15564230-3749154|CD-37 10602|Gaia DR1 6010114553824198784|Gaia DR2 6010114558131195392|Gaia DR3 6010114558131195392|HBC 251|HD 142560|HIP 78094|IRAS 15534-3740|IRAS f15533-3740|Sz 83|THA 15-13|TYC 7838-00546-1|V* RU LUP|WISE a j155642.30-374915.7|Wray 15-1386
Observation Date: 2022-07-12 07:12:29.874116+00:00
Julian Observation Date: 2459772.800335648

% Reference and Citation
Principal Investigator for Primary Spectrum: A Banzatti
Reference for Primary Spectrum: Banzatti et al 2022
Spectrograph: ISHELL
Reference for Spectroscopic Line Data: Hitran2016 molecular spectroscopic database (Gordon et al. 2017) at hitran.org
Data Prepared and Organized by: A Banzatti, C Wheeler, SpExoDisks (4-2025)
SpExoDisks Backend written by: Dr Caleb Wheeler (chw3k5@gmail.com), Underground Instruments

% Online Database
Downloadable: True

% Spectrum Context
Spectral Flux: Calibrated (Jansky)
Spectral Wavelength/Velocity Reference Frame: HELIO
Wavelength Units: um=10^-6 meters
Wavelength Range: (4.516609936576374 um, 5.2322119643595695 um)

% Flux Calibration
# The Primary Spectrum is Flux Calibrated using the following
flux_cal,flux_cal_error,wavelength_um,ref
1.7,0.11,4.6,allWISE

% Spectroscopic Line Data
wavelength_um,molecule,isotopologue,transition,upper_level,lower_level,frequency_GHz,einstein_A,upper_level_energy,lower_level_energy,g_statistical_weight_upper_level,g_statistical_weight_lower_level
4.877334961885279,23943.321101011883,1.571795105934143,0.04272729158401489
4.877354987727844,23944.65032727899,1.6063692569732666,0.045005280524492264
4.877375013570408,23945.979553546036,1.5573830604553223,0.040360353887081146
4.877394562607197,23947.277131568695,1.6055583953857422,0.04325367510318756
4.877414588449762,23948.606357835804,1.511594533920288,0.04224730655550957
4.877434614292326,23949.935584102914,1.5102057456970215,0.03872562199831009
4.877454640134891,23951.26481037002,1.5474538803100586,0.03867676109075546
4.877474665977455,23952.59403663707,1.5239325761795044,0.03839237242937088
4.877494215014244,23953.891614659726,1.5503208637237549,0.038680486381053925
4.877514240856809,23955.22084092684,1.5814589262008667,0.039443664252758026
4.8775342666993735,23956.550067193944,1.5696552991867065,0.03973006084561348
4.877554292541938,23957.879293461054,1.5135231018066406,0.040029510855674744
4.877574318384503,23959.208519728163,1.5623646974563599,0.0398467481136322
4.877593867421291,23960.50609775076,1.57007896900177,0.03926519677042961
4.877613893263856,23961.83532401787,1.543707251548767,0.03883616626262665
4.877633919106421,23963.164550284982,1.513184905052185,0.03873635083436966
4.877653944948985,23964.493776552088,1.5783957242965698,0.03958823159337044
4.877673493985775,23965.791354574743,1.5138686895370483,0.03988697752356529
4.877693519828339,23967.12058084185,1.5308881998062134,0.039980802685022354
4.877713545670903,23968.4498071089,1.602402925491333,0.04095281660556793
4.877733571513468,23969.779033376013,1.5434415340423584,0.04116439074277878
4.877753120550257,23971.07661139867,1.5030938386917114,0.04149986803531647
4.877773146392822,23972.405837665774,1.5731840133666992,0.040492068976163864
4.877793172235386,23973.735063932883,1.5348045825958252,0.040451787412166595
4.877813198077951,23975.064290199993,1.6199795007705688,0.04354497045278549
4.87783274711474,23976.36186822259,1.696786642074585,0.04489697515964508
4.877852772957304,23977.691094489703,1.5463978052139282,0.04331401363015175
4.877872798799869,23979.02032075681,1.5552237033843994,0.044546276330947876
4.877892824642434,23980.349547023918,1.5791523456573486,0.04521980881690979
4.877912373679223,23981.647125046573,1.5948125123977661,0.045514386147260666
4.877932399521787,23982.976351313624,1.6064584255218506,0.04493254795670509
4.877952425364351,23984.30557758073,1.5666099786758423,0.04994423687458038
4.877971974401141,23985.60315560339,1.4787923097610474,0.04889099299907684
4.877992000243705,23986.932381870498,1.5310306549072266,0.042000725865364075
4.87801202608627,23988.261608137607,1.5095510482788086,0.04093942791223526
4.878032051928835,23989.590834404717,1.5141197443008423,0.04075083136558533
4.878051600965623,23990.888412427314,1.5667377710342407,0.040859270840883255
4.878071626808188,23992.21763869442,1.5930646657943726,0.041086338460445404
4.8780916526507525,23993.546864961532,1.538826584815979,0.041918475180864334
4.878111201687542,23994.84444298419,1.5473341941833496,0.04190083593130112
4.8781312275301065,23996.173669251297,1.5502816438674927,0.041291963309049606
4.878151253372671,23997.502895518406,1.5646358728408813,0.04288125038146973
4.87817080240946,23998.800473541003,1.5595749616622925,0.04123448580503464
4.878190828252024,24000.12969980811,1.5154197216033936,0.03965143486857414
4.878210854094589,24001.458926075222,1.5405280590057373,0.03963394835591316
4.878230403131378,24002.756504097873,1.533934235572815,0.039539583027362823
4.878250428973943,24004.085730364983,1.6147152185440063,0.04166282340884209
4.878270454816507,24005.414956632034,1.593492865562439,0.04233279079198837
4.878290003853296,24006.712534654693,1.6315635442733765,0.04085738956928253
4.878310029695861,24008.0417609218,1.6636120080947876,0.04224177077412605
4.8783300555384255,24009.370987188908,1.6561135053634644,0.043027132749557495
4.878349604575215,24010.668565211563,1.7101857662200928,0.0438164584338665
4.8783696304177795,24011.997791478672,1.7169588804244995,0.0436151921749115
4.878389656260343,24013.327017745723,1.671016812324524,0.04343664273619652
4.878409205297133,24014.624595768382,1.7038531303405762,0.04375862330198288
4.878429231139697,24015.953822035488,1.7209492921829224,0.04415197670459747
4.878449256982262,24017.283048302597,1.7230910062789917,0.04400790482759476
4.878468806019051,24018.580626325253,1.6475491523742676,0.04269200935959816
4.878488831861616,24019.909852592362,1.6491621732711792,0.04189620912075043
4.878508380898404,24021.207430614963,1.622158169746399,0.041165757924318314
4.878528406740969,24022.53665688207,1.579540729522705,0.04084226116538048
4.878548432583534,24023.86588314918,1.589806318283081,0.04100019484758377
4.878567981620323,24025.163461171833,1.5463531017303467,0.04089897871017456
4.878588007462888,24026.492687438942,1.528022289276123,0.04059208929538727
4.878607556499676,24027.790265461543,1.5622330904006958,0.04084673151373863
4.878627582342241,24029.119491728652,1.6273943185806274,0.04117380827665329
4.878647608184806,24030.448717995758,1.5687944889068604,0.04097796976566315
4.878667157221595,24031.746296018413,1.5478342771530151,0.04135243967175484
4.87868718306416,24033.075522285522,1.5649055242538452,0.041297588497400284
4.878706732100949,24034.37310030818,1.5528486967086792,0.04089948907494545
4.878726757943513,24035.702326575232,1.5618090629577637,0.04118060693144798
4.878746783786077,24037.031552842338,1.53593909740448,0.0418555773794651
4.878766332822867,24038.329130864993,1.523736834526062,0.041836872696876526
4.878786358665431,24039.658357132103,1.46030855178833,0.041431501507759094
4.878805907702221,24040.95593515476,1.50278902053833,0.04171564429998398
4.8788259335447846,24042.28516142181,1.5627297163009644,0.04206032305955887
4.878845482581574,24043.582739444464,1.5032774209976196,0.04223862662911415
4.878865508424139,24044.911965711573,1.4602327346801758,0.0428873710334301
4.878885534266703,24046.241191978686,1.5493333339691162,0.04382055625319481
4.878905083303493,24047.53877000134,1.5358279943466187,0.045018963515758514
4.878925109146057,24048.86799626845,1.5728769302368164,0.04590737819671631
4.878944658182846,24050.165574291048,1.5764394998550415,0.0467662550508976
4.87896468402541,24051.494800558157,1.495996117591858,0.0481623113155365
4.8789842330622,24052.792378580813,1.4762908220291138,0.04951968044042587
4.879004258904764,24054.12160484792,1.5826138257980347,0.051331497728824615
4.879023807941554,24055.419182870577,1.5909500122070312,0.052767325192689896
4.8790438337841175,24056.74840913763,1.514352560043335,0.053410694003105164
4.879063382820907,24058.04598716028,1.4490594863891602,0.052548620849847794
4.879083408663472,24059.37521342739,1.5303940773010254,0.05101800337433815
4.879103434506036,24060.7044396945,1.5642154216766357,0.049930013716220856
4.879122983542826,24062.002017717157,1.5128428936004639,0.04846760630607605
4.87914300938539,24063.331243984267,1.4973869323730469,0.047312334179878235
4.879162558422179,24064.628822006864,1.475182056427002,0.046276941895484924
4.879182584264743,24065.95804827397,1.4801238775253296,0.045824527740478516
4.879202133301533,24067.255626296628,1.5317678451538086,0.045255862176418304
4.879222159144097,24068.584852563738,1.527428388595581,0.04475369676947594
4.879241708180887,24069.882430586396,1.5241934061050415,0.04427332058548927
4.8792617340234505,24071.21165685344,1.5111600160598755,0.04328800365328789
4.87928128306024,24072.5092348761,1.5310438871383667,0.04507096856832504
4.879301308902805,24073.838461143212,1.5077836513519287,0.044553741812705994
4.879320857939594,24075.136039165867,1.5035768747329712,0.041733719408512115
4.879340406976383,24076.433617188522,1.5333034992218018,0.04154001921415329
4.879360432818947,24077.76284345557,1.491841435432434,0.0418035127222538
4.879379981855736,24079.060421478225,1.5499370098114014,0.04162747040390968
4.879400007698301,24080.389647745338,1.5430185794830322,0.04220305010676384
4.87941955673509,24081.687225767993,1.5065842866897583,0.0427120141685009
4.879439582577655,24083.016452035103,1.5579220056533813,0.043075986206531525
4.8794591316144444,24084.31403005776,1.4869272708892822,0.04369862377643585
4.879479157457008,24085.64325632481,1.461137294769287,0.04434686154127121
4.879498706493798,24086.940834347464,1.50980806350708,0.04525791108608246
4.879518732336362,24088.270060614574,1.4997894763946533,0.046408262103796005
4.879538281373152,24089.567638637232,1.4776443243026733,0.051005713641643524
4.879558307215716,24090.896864904338,1.5210952758789062,0.052894555032253265
4.879577856252505,24092.19444292694,1.452080249786377,0.050769299268722534
4.879597405289294,24093.49202094959,1.5200766324996948,0.05272376909852028
4.879617431131859,24094.8212472167,1.5593373775482178,0.05542891100049019
4.879636980168648,24096.11882523936,1.5576767921447754,0.05889589712023735
4.879657006011213,24097.448051506468,1.5437194108963013,0.062657929956913
4.879676555048001,24098.74562952906,1.5251410007476807,0.0674443170428276
4.879696580890566,24100.074855796174,1.462364673614502,0.07205558568239212
4.879716129927355,24101.372433818833,1.5012991428375244,0.07726956158876419
4.879735678964145,24102.670011841492,1.4985171556472778,0.08527448773384094
4.879755704806709,24103.999238108598,1.6602826118469238,0.09671840071678162
4.879775253843499,24105.296816131253,1.6581230163574219,0.11304165422916412
4.879795279686062,24106.626042398304,1.6938267946243286,0.13249795138835907
4.879814828722852,24107.923620420963,1.7790213823318481,0.1563275307416916
4.879834377759641,24109.221198443614,1.8011095523834229,0.18977977335453033
4.879854403602206,24110.550424710724,1.292994499206543,0.24361635744571686
4.879873952638995,24111.848002733383,nan,0.33621999621391296
4.879893978481559,24113.177229000426,nan,0.49829643964767456
4.879913527518348,24114.474807023085,nan,0.9043891429901123
4.879933076555138,24115.772385045744,nan,1.6651989221572876
4.879953102397702,24117.101611312853,nan,2.7574124336242676
4.879972651434492,24118.399189335505,nan,5.483683109283447
4.87999220047128,24119.69676735811,nan,4.552256107330322
4.880012226313845,24121.025993625215,nan,6.374345779418945
4.880031775350634,24122.32357164787,nan,158.53846740722656
4.880051801193199,24123.652797914983,nan,6.766264915466309
4.880071350229988,24124.95037593764,nan,4.394433975219727
4.880090899266777,24126.247953960232,nan,2.7070889472961426
4.880110925109341,24127.577180227345,nan,1.4463530778884888
4.880130474146131,24128.87475825,nan,0.7925190329551697
4.88015002318292,24130.172336272655,nan,0.4653519093990326
4.880170049025485,24131.501562539765,1.7736952304840088,0.351725310087204
4.880189598062274,24132.799140562423,1.6480793952941895,0.2565358579158783
4.8802091470990625,24134.096718585017,1.3551217317581177,0.18999716639518738
4.880229172941627,24135.42594485213,1.4440181255340576,0.17696663737297058
4.8802487219784165,24136.723522874785,1.6286582946777344,0.1459539234638214
4.880268271015206,24138.02110089744,1.4557257890701294,0.10927744209766388
4.8802882968577705,24139.35032716455,1.53953218460083,0.10822664946317673
4.880307845894559,24140.64790518715,1.5763901472091675,0.09845633059740067
4.880327394931348,24141.945483209805,1.4611022472381592,0.08132760226726532
4.880346943968138,24143.243061232464,1.5877583026885986,0.07218024879693985
4.880366969810702,24144.57228749957,1.5537141561508179,0.068141408264637
4.880386518847492,24145.86986552223,1.5313485860824585,0.06376459449529648
4.88040606788428,24147.167443544822,1.6003001928329468,0.05904361605644226
4.880426093726845,24148.496669811935,1.5227770805358887,0.05628014728426933
4.880445642763634,24149.794247834587,1.5064395666122437,0.05452638864517212
4.880465191800424,24151.091825857246,1.4815101623535156,0.05160301551222801
4.880485217642988,24152.421052124355,1.462173342704773,0.049918461591005325
4.880504766679777,24153.718630146952,1.502830147743225,0.04883299395442009
4.880524315716566,24155.01620816961,1.529647707939148,0.04732421040534973
4.880543864753355,24156.31378619227,1.49992036819458,0.04568304121494293
4.88056389059592,24157.643012459375,1.5273795127868652,0.045356594026088715
4.8805834396327095,24158.94059048203,1.5734144449234009,0.04502023383975029
4.880602988669498,24160.238168504628,1.5085293054580688,0.043273892253637314
4.880622537706287,24161.535746527283,1.5261276960372925,0.04224985092878342
4.880642563548852,24162.864972794392,1.5592427253723145,0.041801631450653076
4.880662112585641,24164.16255081705,1.5278745889663696,0.04216867312788963
4.880681661622431,24165.460128839706,1.528255581855774,0.0417104996740818
4.880701210659219,24166.757706862303,1.5618840456008911,0.04123397544026375
4.880721236501784,24168.086933129416,1.5921844244003296,0.040981922298669815
4.880740785538573,24169.384511152068,1.511569857597351,0.042112208902835846
4.8807603345753625,24170.682089174727,1.5750184059143066,0.04094560816884041
4.880779883612152,24171.97966719738,1.5336213111877441,0.040362052619457245
4.8807999094547165,24173.30889346449,1.5413792133331299,0.04076956957578659
4.880819458491505,24174.60647148709,1.5609171390533447,0.04108818247914314
4.880839007528294,24175.904049509743,1.5712119340896606,0.04200921580195427
4.880858556565084,24177.2016275324,1.5316418409347534,0.04252577945590019
4.880878582407648,24178.53085379951,1.5027506351470947,0.043017495423555374
4.880898131444438,24179.82843182217,1.4962936639785767,0.04298021271824837
4.880917680481226,24181.126009844764,1.5285804271697998,0.04322582110762596
4.880937229518016,24182.423587867423,1.5089240074157715,0.043272439390420914
4.880956778554805,24183.721165890074,1.46550452709198,0.043544184416532516
4.88097680439737,24185.050392157187,1.513128638267517,0.04300327226519585
4.880996353434159,24186.347970179846,1.5307526588439941,0.042296990752220154
4.881015902470947,24187.64554820244,1.5149266719818115,0.04171523079276085
4.881035451507737,24188.9431262251,1.522054672241211,0.04086535796523094
4.881055000544526,24190.240704247753,1.535988688468933,0.04040025174617767
4.881075026387091,24191.56993051486,1.4863057136535645,0.039708614349365234
4.88109457542388,24192.867508537518,1.5096498727798462,0.039730943739414215
4.881114124460669,24194.165086560115,1.5495193004608154,0.03984490782022476
4.881133673497458,24195.462664582774,1.527418851852417,0.03957148641347885
4.881153222534247,24196.76024260543,1.5139747858047485,0.039585161954164505
4.881172771571037,24198.057820628088,1.5254738330841064,0.039875391870737076
4.881192797413601,24199.387046895194,1.5040521621704102,0.0402541309595108
4.88121234645039,24200.68462491779,1.4541593790054321,0.041071102023124695
4.881231895487179,24201.98220294045,1.468292236328125,0.042477939277887344
4.8812514445239685,24203.27978096311,1.5732638835906982,0.04426949471235275
4.881270993560758,24204.577358985764,1.5266751050949097,0.045269329100847244
4.881290542597547,24205.874937008422,1.5565742254257202,0.04565777629613876
4.881310568440111,24207.20416327547,1.52133309841156,0.044998519122600555
4.8813301174769,24208.501741298125,1.5347676277160645,0.04881469905376434
4.88134966651369,24209.799319320784,1.534626841545105,0.04895015060901642
4.881369215550479,24211.09689734344,1.6136503219604492,0.04342292249202728
4.8813887645872684,24212.394475366098,1.612424373626709,0.04175560176372528
4.881408313624057,24213.69205338869,1.5577131509780884,0.04072035104036331
4.881427862660846,24214.98963141135,1.5485808849334717,0.039276476949453354
4.881447411697636,24216.287209434002,1.5795756578445435,0.03807537630200386
4.8814674375402,24217.616435701115,1.6096245050430298,0.03756779804825783
